time_index,freq_bin,power_dB,PU_Presence,PU_Signal_Strength,PU_bandwidth,PU_burst_duration,PU_drift_type,spectral_entropy,Frequency_Band,SU1_cov_flat,SU2_cov_flat,SU3_cov_flat,SU1_temporal_cov,SU2_temporal_cov,SU3_temporal_cov
574,24,-89.10630326,1,-89.10630326,14,Short,Frequency drift,1.073,2400,"[ 1.67911277e-09  1.47295478e-10  1.47295478e-10  1.67911277e-09
  0.00000000e+00 -4.01177831e-11  4.01177831e-11  0.00000000e+00]","[ 2.06772388e-09  1.81385303e-10  1.81385303e-10  2.06772388e-09
  0.00000000e+00 -4.94025773e-11  4.94025773e-11  0.00000000e+00]","[ 1.88742550e-09  1.65569131e-10  1.65569131e-10  1.88742550e-09
  0.00000000e+00 -4.50948430e-11  4.50948430e-11  0.00000000e+00]","[array([ 1.67911277e-09,  1.47295478e-10,  1.47295478e-10,  1.67911277e-09,
        0.00000000e+00, -4.01177831e-11,  4.01177831e-11,  0.00000000e+00]), array([ 1.67911277e-09,  1.47295478e-10,  1.47295478e-10,  1.67911277e-09,
        0.00000000e+00, -4.01177831e-11,  4.01177831e-11,  0.00000000e+00]), array([ 1.67911277e-09,  1.47295478e-10,  1.47295478e-10,  1.67911277e-09,
        0.00000000e+00, -4.01177831e-11,  4.01177831e-11,  0.00000000e+00]), array([ 1.67911277e-09,  1.47295478e-10,  1.47295478e-10,  1.67911277e-09,
        0.00000000e+00, -4.01177831e-11,  4.01177831e-11,  0.00000000e+00])]","[array([ 2.06772388e-09,  1.81385303e-10,  1.81385303e-10,  2.06772388e-09,
        0.00000000e+00, -4.94025773e-11,  4.94025773e-11,  0.00000000e+00]), array([ 2.06772388e-09,  1.81385303e-10,  1.81385303e-10,  2.06772388e-09,
        0.00000000e+00, -4.94025773e-11,  4.94025773e-11,  0.00000000e+00]), array([ 2.06772388e-09,  1.81385303e-10,  1.81385303e-10,  2.06772388e-09,
        0.00000000e+00, -4.94025773e-11,  4.94025773e-11,  0.00000000e+00]), array([ 2.06772388e-09,  1.81385303e-10,  1.81385303e-10,  2.06772388e-09,
        0.00000000e+00, -4.94025773e-11,  4.94025773e-11,  0.00000000e+00])]","[array([ 1.88742550e-09,  1.65569131e-10,  1.65569131e-10,  1.88742550e-09,
        0.00000000e+00, -4.50948430e-11,  4.50948430e-11,  0.00000000e+00]), array([ 1.88742550e-09,  1.65569131e-10,  1.65569131e-10,  1.88742550e-09,
        0.00000000e+00, -4.50948430e-11,  4.50948430e-11,  0.00000000e+00]), array([ 1.88742550e-09,  1.65569131e-10,  1.65569131e-10,  1.88742550e-09,
        0.00000000e+00, -4.50948430e-11,  4.50948430e-11,  0.00000000e+00]), array([ 1.88742550e-09,  1.65569131e-10,  1.65569131e-10,  1.88742550e-09,
        0.00000000e+00, -4.50948430e-11,  4.50948430e-11,  0.00000000e+00])]"
575,35,-40.61388051,0,-40.61388051,11,Long,Bandwidth switch,1.031,3500,"[ 1.06296870e-04  9.32459605e-06  9.32459605e-06  1.06296870e-04
  0.00000000e+00 -2.53967146e-06  2.53967146e-06  0.00000000e+00]","[ 1.40554741e-04  1.23297721e-05  1.23297721e-05  1.40554741e-04
  0.00000000e+00 -3.35816910e-06  3.35816910e-06  0.00000000e+00]","[ 1.33492323e-04  1.17102412e-05  1.17102412e-05  1.33492323e-04
  0.00000000e+00 -3.18943204e-06  3.18943204e-06  0.00000000e+00]","[array([ 1.06296870e-04,  9.32459605e-06,  9.32459605e-06,  1.06296870e-04,
        0.00000000e+00, -2.53967146e-06,  2.53967146e-06,  0.00000000e+00]), array([ 1.06296870e-04,  9.32459605e-06,  9.32459605e-06,  1.06296870e-04,
        0.00000000e+00, -2.53967146e-06,  2.53967146e-06,  0.00000000e+00]), array([ 1.06296870e-04,  9.32459605e-06,  9.32459605e-06,  1.06296870e-04,
        0.00000000e+00, -2.53967146e-06,  2.53967146e-06,  0.00000000e+00]), array([ 1.06296870e-04,  9.32459605e-06,  9.32459605e-06,  1.06296870e-04,
        0.00000000e+00, -2.53967146e-06,  2.53967146e-06,  0.00000000e+00])]","[array([ 1.40554741e-04,  1.23297721e-05,  1.23297721e-05,  1.40554741e-04,
        0.00000000e+00, -3.35816910e-06,  3.35816910e-06,  0.00000000e+00]), array([ 1.40554741e-04,  1.23297721e-05,  1.23297721e-05,  1.40554741e-04,
        0.00000000e+00, -3.35816910e-06,  3.35816910e-06,  0.00000000e+00]), array([ 1.40554741e-04,  1.23297721e-05,  1.23297721e-05,  1.40554741e-04,
        0.00000000e+00, -3.35816910e-06,  3.35816910e-06,  0.00000000e+00]), array([ 1.40554741e-04,  1.23297721e-05,  1.23297721e-05,  1.40554741e-04,
        0.00000000e+00, -3.35816910e-06,  3.35816910e-06,  0.00000000e+00])]","[array([ 1.33492323e-04,  1.17102412e-05,  1.17102412e-05,  1.33492323e-04,
        0.00000000e+00, -3.18943204e-06,  3.18943204e-06,  0.00000000e+00]), array([ 1.33492323e-04,  1.17102412e-05,  1.17102412e-05,  1.33492323e-04,
        0.00000000e+00, -3.18943204e-06,  3.18943204e-06,  0.00000000e+00]), array([ 1.33492323e-04,  1.17102412e-05,  1.17102412e-05,  1.33492323e-04,
        0.00000000e+00, -3.18943204e-06,  3.18943204e-06,  0.00000000e+00]), array([ 1.33492323e-04,  1.17102412e-05,  1.17102412e-05,  1.33492323e-04,
        0.00000000e+00, -3.18943204e-06,  3.18943204e-06,  0.00000000e+00])]"
576,24,-68.61134331,1,-68.61134331,10,Medium,Frequency drift,1.075,2400,"[ 2.01614534e-07  1.76860719e-08  1.76860719e-08  2.01614534e-07
  0.00000000e+00 -4.81702497e-09  4.81702497e-09  0.00000000e+00]","[ 1.79827834e-07  1.57748946e-08  1.57748946e-08  1.79827834e-07
  0.00000000e+00 -4.29649169e-09  4.29649169e-09  0.00000000e+00]","[ 1.75226176e-07  1.53712270e-08  1.53712270e-08  1.75226176e-07
  0.00000000e+00 -4.18654772e-09  4.18654772e-09  0.00000000e+00]","[array([ 2.01614534e-07,  1.76860719e-08,  1.76860719e-08,  2.01614534e-07,
        0.00000000e+00, -4.81702497e-09,  4.81702497e-09,  0.00000000e+00]), array([ 2.01614534e-07,  1.76860719e-08,  1.76860719e-08,  2.01614534e-07,
        0.00000000e+00, -4.81702497e-09,  4.81702497e-09,  0.00000000e+00]), array([ 2.01614534e-07,  1.76860719e-08,  1.76860719e-08,  2.01614534e-07,
        0.00000000e+00, -4.81702497e-09,  4.81702497e-09,  0.00000000e+00]), array([ 2.01614534e-07,  1.76860719e-08,  1.76860719e-08,  2.01614534e-07,
        0.00000000e+00, -4.81702497e-09,  4.81702497e-09,  0.00000000e+00])]","[array([ 1.79827834e-07,  1.57748946e-08,  1.57748946e-08,  1.79827834e-07,
        0.00000000e+00, -4.29649169e-09,  4.29649169e-09,  0.00000000e+00]), array([ 1.79827834e-07,  1.57748946e-08,  1.57748946e-08,  1.79827834e-07,
        0.00000000e+00, -4.29649169e-09,  4.29649169e-09,  0.00000000e+00]), array([ 1.79827834e-07,  1.57748946e-08,  1.57748946e-08,  1.79827834e-07,
        0.00000000e+00, -4.29649169e-09,  4.29649169e-09,  0.00000000e+00]), array([ 1.79827834e-07,  1.57748946e-08,  1.57748946e-08,  1.79827834e-07,
        0.00000000e+00, -4.29649169e-09,  4.29649169e-09,  0.00000000e+00])]","[array([ 1.75226176e-07,  1.53712270e-08,  1.53712270e-08,  1.75226176e-07,
        0.00000000e+00, -4.18654772e-09,  4.18654772e-09,  0.00000000e+00]), array([ 1.75226176e-07,  1.53712270e-08,  1.53712270e-08,  1.75226176e-07,
        0.00000000e+00, -4.18654772e-09,  4.18654772e-09,  0.00000000e+00]), array([ 1.75226176e-07,  1.53712270e-08,  1.53712270e-08,  1.75226176e-07,
        0.00000000e+00, -4.18654772e-09,  4.18654772e-09,  0.00000000e+00]), array([ 1.75226176e-07,  1.53712270e-08,  1.53712270e-08,  1.75226176e-07,
        0.00000000e+00, -4.18654772e-09,  4.18654772e-09,  0.00000000e+00])]"
577,18,-70.78366764,0,-70.78366764,4,Medium,Bandwidth switch,0.998,1800,"[ 1.39959347e-07  1.22775429e-08  1.22775429e-08  1.39959347e-07
  0.00000000e+00 -3.34394380e-09  3.34394380e-09  0.00000000e+00]","[ 1.00800786e-07  8.84246748e-09  8.84246748e-09  1.00800786e-07
  0.00000000e+00 -2.40835765e-09  2.40835765e-09  0.00000000e+00]","[ 1.10928646e-07  9.73090568e-09  9.73090568e-09  1.10928646e-07
  0.00000000e+00 -2.65033501e-09  2.65033501e-09  0.00000000e+00]","[array([ 1.39959347e-07,  1.22775429e-08,  1.22775429e-08,  1.39959347e-07,
        0.00000000e+00, -3.34394380e-09,  3.34394380e-09,  0.00000000e+00]), array([ 1.39959347e-07,  1.22775429e-08,  1.22775429e-08,  1.39959347e-07,
        0.00000000e+00, -3.34394380e-09,  3.34394380e-09,  0.00000000e+00]), array([ 1.39959347e-07,  1.22775429e-08,  1.22775429e-08,  1.39959347e-07,
        0.00000000e+00, -3.34394380e-09,  3.34394380e-09,  0.00000000e+00]), array([ 1.39959347e-07,  1.22775429e-08,  1.22775429e-08,  1.39959347e-07,
        0.00000000e+00, -3.34394380e-09,  3.34394380e-09,  0.00000000e+00])]","[array([ 1.00800786e-07,  8.84246748e-09,  8.84246748e-09,  1.00800786e-07,
        0.00000000e+00, -2.40835765e-09,  2.40835765e-09,  0.00000000e+00]), array([ 1.00800786e-07,  8.84246748e-09,  8.84246748e-09,  1.00800786e-07,
        0.00000000e+00, -2.40835765e-09,  2.40835765e-09,  0.00000000e+00]), array([ 1.00800786e-07,  8.84246748e-09,  8.84246748e-09,  1.00800786e-07,
        0.00000000e+00, -2.40835765e-09,  2.40835765e-09,  0.00000000e+00]), array([ 1.00800786e-07,  8.84246748e-09,  8.84246748e-09,  1.00800786e-07,
        0.00000000e+00, -2.40835765e-09,  2.40835765e-09,  0.00000000e+00])]","[array([ 1.10928646e-07,  9.73090568e-09,  9.73090568e-09,  1.10928646e-07,
        0.00000000e+00, -2.65033501e-09,  2.65033501e-09,  0.00000000e+00]), array([ 1.10928646e-07,  9.73090568e-09,  9.73090568e-09,  1.10928646e-07,
        0.00000000e+00, -2.65033501e-09,  2.65033501e-09,  0.00000000e+00]), array([ 1.10928646e-07,  9.73090568e-09,  9.73090568e-09,  1.10928646e-07,
        0.00000000e+00, -2.65033501e-09,  2.65033501e-09,  0.00000000e+00]), array([ 1.10928646e-07,  9.73090568e-09,  9.73090568e-09,  1.10928646e-07,
        0.00000000e+00, -2.65033501e-09,  2.65033501e-09,  0.00000000e+00])]"
578,35,-56.01763587,1,-56.01763587,9,Long,Frequency drift,1.063,3500,"[ 3.60770296e-06  3.16475667e-07  3.16475667e-07  3.60770296e-06
  0.00000000e+00 -8.61961433e-08  8.61961433e-08  0.00000000e+00]","[ 3.43834623e-06  3.01619321e-07  3.01619321e-07  3.43834623e-06
  0.00000000e+00 -8.21498299e-08  8.21498299e-08  0.00000000e+00]","[ 3.04041317e-06  2.66711754e-07  2.66711754e-07  3.04041317e-06
  0.00000000e+00 -7.26423135e-08  7.26423135e-08  0.00000000e+00]","[array([ 3.60770296e-06,  3.16475667e-07,  3.16475667e-07,  3.60770296e-06,
        0.00000000e+00, -8.61961433e-08,  8.61961433e-08,  0.00000000e+00]), array([ 3.60770296e-06,  3.16475667e-07,  3.16475667e-07,  3.60770296e-06,
        0.00000000e+00, -8.61961433e-08,  8.61961433e-08,  0.00000000e+00]), array([ 3.60770296e-06,  3.16475667e-07,  3.16475667e-07,  3.60770296e-06,
        0.00000000e+00, -8.61961433e-08,  8.61961433e-08,  0.00000000e+00]), array([ 3.60770296e-06,  3.16475667e-07,  3.16475667e-07,  3.60770296e-06,
        0.00000000e+00, -8.61961433e-08,  8.61961433e-08,  0.00000000e+00])]","[array([ 3.43834623e-06,  3.01619321e-07,  3.01619321e-07,  3.43834623e-06,
        0.00000000e+00, -8.21498299e-08,  8.21498299e-08,  0.00000000e+00]), array([ 3.43834623e-06,  3.01619321e-07,  3.01619321e-07,  3.43834623e-06,
        0.00000000e+00, -8.21498299e-08,  8.21498299e-08,  0.00000000e+00]), array([ 3.43834623e-06,  3.01619321e-07,  3.01619321e-07,  3.43834623e-06,
        0.00000000e+00, -8.21498299e-08,  8.21498299e-08,  0.00000000e+00]), array([ 3.43834623e-06,  3.01619321e-07,  3.01619321e-07,  3.43834623e-06,
        0.00000000e+00, -8.21498299e-08,  8.21498299e-08,  0.00000000e+00])]","[array([ 3.04041317e-06,  2.66711754e-07,  2.66711754e-07,  3.04041317e-06,
        0.00000000e+00, -7.26423135e-08,  7.26423135e-08,  0.00000000e+00]), array([ 3.04041317e-06,  2.66711754e-07,  2.66711754e-07,  3.04041317e-06,
        0.00000000e+00, -7.26423135e-08,  7.26423135e-08,  0.00000000e+00]), array([ 3.04041317e-06,  2.66711754e-07,  2.66711754e-07,  3.04041317e-06,
        0.00000000e+00, -7.26423135e-08,  7.26423135e-08,  0.00000000e+00]), array([ 3.04041317e-06,  2.66711754e-07,  2.66711754e-07,  3.04041317e-06,
        0.00000000e+00, -7.26423135e-08,  7.26423135e-08,  0.00000000e+00])]"
579,18,-79.08730561,1,-79.08730561,4,Short,Bandwidth switch,1.056,1800,"[ 1.60200058e-08  1.40531027e-09  1.40531027e-09  1.60200058e-08
  0.00000000e+00 -3.82753994e-10  3.82753994e-10  0.00000000e+00]","[ 1.88318037e-08  1.65196739e-09  1.65196739e-09  1.88318037e-08
  0.00000000e+00 -4.49934175e-10  4.49934175e-10  0.00000000e+00]","[ 2.06648441e-08  1.81276574e-09  1.81276574e-09  2.06648441e-08
  0.00000000e+00 -4.93729634e-10  4.93729634e-10  0.00000000e+00]","[array([ 1.60200058e-08,  1.40531027e-09,  1.40531027e-09,  1.60200058e-08,
        0.00000000e+00, -3.82753994e-10,  3.82753994e-10,  0.00000000e+00]), array([ 1.60200058e-08,  1.40531027e-09,  1.40531027e-09,  1.60200058e-08,
        0.00000000e+00, -3.82753994e-10,  3.82753994e-10,  0.00000000e+00]), array([ 1.60200058e-08,  1.40531027e-09,  1.40531027e-09,  1.60200058e-08,
        0.00000000e+00, -3.82753994e-10,  3.82753994e-10,  0.00000000e+00]), array([ 1.60200058e-08,  1.40531027e-09,  1.40531027e-09,  1.60200058e-08,
        0.00000000e+00, -3.82753994e-10,  3.82753994e-10,  0.00000000e+00])]","[array([ 1.88318037e-08,  1.65196739e-09,  1.65196739e-09,  1.88318037e-08,
        0.00000000e+00, -4.49934175e-10,  4.49934175e-10,  0.00000000e+00]), array([ 1.88318037e-08,  1.65196739e-09,  1.65196739e-09,  1.88318037e-08,
        0.00000000e+00, -4.49934175e-10,  4.49934175e-10,  0.00000000e+00]), array([ 1.88318037e-08,  1.65196739e-09,  1.65196739e-09,  1.88318037e-08,
        0.00000000e+00, -4.49934175e-10,  4.49934175e-10,  0.00000000e+00]), array([ 1.88318037e-08,  1.65196739e-09,  1.65196739e-09,  1.88318037e-08,
        0.00000000e+00, -4.49934175e-10,  4.49934175e-10,  0.00000000e+00])]","[array([ 2.06648441e-08,  1.81276574e-09,  1.81276574e-09,  2.06648441e-08,
        0.00000000e+00, -4.93729634e-10,  4.93729634e-10,  0.00000000e+00]), array([ 2.06648441e-08,  1.81276574e-09,  1.81276574e-09,  2.06648441e-08,
        0.00000000e+00, -4.93729634e-10,  4.93729634e-10,  0.00000000e+00]), array([ 2.06648441e-08,  1.81276574e-09,  1.81276574e-09,  2.06648441e-08,
        0.00000000e+00, -4.93729634e-10,  4.93729634e-10,  0.00000000e+00]), array([ 2.06648441e-08,  1.81276574e-09,  1.81276574e-09,  2.06648441e-08,
        0.00000000e+00, -4.93729634e-10,  4.93729634e-10,  0.00000000e+00])]"
580,24,-42.5019408,1,-42.5019408,14,Long,None,1.094,2400,"[ 8.25616667e-05  7.24249164e-06  7.24249164e-06  8.25616667e-05
  0.00000000e+00 -1.97258403e-06  1.97258403e-06  0.00000000e+00]","[ 7.73583654e-05  6.78604657e-06  6.78604657e-06  7.73583654e-05
  0.00000000e+00 -1.84826546e-06  1.84826546e-06  0.00000000e+00]","[ 8.24862424e-05  7.23587526e-06  7.23587526e-06  8.24862424e-05
  0.00000000e+00 -1.97078198e-06  1.97078198e-06  0.00000000e+00]","[array([ 8.25616667e-05,  7.24249164e-06,  7.24249164e-06,  8.25616667e-05,
        0.00000000e+00, -1.97258403e-06,  1.97258403e-06,  0.00000000e+00]), array([ 8.25616667e-05,  7.24249164e-06,  7.24249164e-06,  8.25616667e-05,
        0.00000000e+00, -1.97258403e-06,  1.97258403e-06,  0.00000000e+00]), array([ 8.25616667e-05,  7.24249164e-06,  7.24249164e-06,  8.25616667e-05,
        0.00000000e+00, -1.97258403e-06,  1.97258403e-06,  0.00000000e+00]), array([ 8.25616667e-05,  7.24249164e-06,  7.24249164e-06,  8.25616667e-05,
        0.00000000e+00, -1.97258403e-06,  1.97258403e-06,  0.00000000e+00])]","[array([ 7.73583654e-05,  6.78604657e-06,  6.78604657e-06,  7.73583654e-05,
        0.00000000e+00, -1.84826546e-06,  1.84826546e-06,  0.00000000e+00]), array([ 7.73583654e-05,  6.78604657e-06,  6.78604657e-06,  7.73583654e-05,
        0.00000000e+00, -1.84826546e-06,  1.84826546e-06,  0.00000000e+00]), array([ 7.73583654e-05,  6.78604657e-06,  6.78604657e-06,  7.73583654e-05,
        0.00000000e+00, -1.84826546e-06,  1.84826546e-06,  0.00000000e+00]), array([ 7.73583654e-05,  6.78604657e-06,  6.78604657e-06,  7.73583654e-05,
        0.00000000e+00, -1.84826546e-06,  1.84826546e-06,  0.00000000e+00])]","[array([ 8.24862424e-05,  7.23587526e-06,  7.23587526e-06,  8.24862424e-05,
        0.00000000e+00, -1.97078198e-06,  1.97078198e-06,  0.00000000e+00]), array([ 8.24862424e-05,  7.23587526e-06,  7.23587526e-06,  8.24862424e-05,
        0.00000000e+00, -1.97078198e-06,  1.97078198e-06,  0.00000000e+00]), array([ 8.24862424e-05,  7.23587526e-06,  7.23587526e-06,  8.24862424e-05,
        0.00000000e+00, -1.97078198e-06,  1.97078198e-06,  0.00000000e+00]), array([ 8.24862424e-05,  7.23587526e-06,  7.23587526e-06,  8.24862424e-05,
        0.00000000e+00, -1.97078198e-06,  1.97078198e-06,  0.00000000e+00])]"
581,35,-50.68274928,1,-50.68274928,13,Long,Bandwidth switch,0.986,3500,"[ 9.98066831e-06  8.75526254e-07  8.75526254e-07  9.98066831e-06
  0.00000000e+00 -2.38460629e-07  2.38460629e-07  0.00000000e+00]","[ 1.17135072e-05  1.02753471e-06  1.02753471e-06  1.17135072e-05
  0.00000000e+00 -2.79862051e-07  2.79862051e-07  0.00000000e+00]","[ 1.40802002e-05  1.23514624e-06  1.23514624e-06  1.40802002e-05
  0.00000000e+00 -3.36407671e-07  3.36407671e-07  0.00000000e+00]","[array([ 9.98066831e-06,  8.75526254e-07,  8.75526254e-07,  9.98066831e-06,
        0.00000000e+00, -2.38460629e-07,  2.38460629e-07,  0.00000000e+00]), array([ 9.98066831e-06,  8.75526254e-07,  8.75526254e-07,  9.98066831e-06,
        0.00000000e+00, -2.38460629e-07,  2.38460629e-07,  0.00000000e+00]), array([ 9.98066831e-06,  8.75526254e-07,  8.75526254e-07,  9.98066831e-06,
        0.00000000e+00, -2.38460629e-07,  2.38460629e-07,  0.00000000e+00]), array([ 9.98066831e-06,  8.75526254e-07,  8.75526254e-07,  9.98066831e-06,
        0.00000000e+00, -2.38460629e-07,  2.38460629e-07,  0.00000000e+00])]","[array([ 1.17135072e-05,  1.02753471e-06,  1.02753471e-06,  1.17135072e-05,
        0.00000000e+00, -2.79862051e-07,  2.79862051e-07,  0.00000000e+00]), array([ 1.17135072e-05,  1.02753471e-06,  1.02753471e-06,  1.17135072e-05,
        0.00000000e+00, -2.79862051e-07,  2.79862051e-07,  0.00000000e+00]), array([ 1.17135072e-05,  1.02753471e-06,  1.02753471e-06,  1.17135072e-05,
        0.00000000e+00, -2.79862051e-07,  2.79862051e-07,  0.00000000e+00]), array([ 1.17135072e-05,  1.02753471e-06,  1.02753471e-06,  1.17135072e-05,
        0.00000000e+00, -2.79862051e-07,  2.79862051e-07,  0.00000000e+00])]","[array([ 1.40802002e-05,  1.23514624e-06,  1.23514624e-06,  1.40802002e-05,
        0.00000000e+00, -3.36407671e-07,  3.36407671e-07,  0.00000000e+00]), array([ 1.40802002e-05,  1.23514624e-06,  1.23514624e-06,  1.40802002e-05,
        0.00000000e+00, -3.36407671e-07,  3.36407671e-07,  0.00000000e+00]), array([ 1.40802002e-05,  1.23514624e-06,  1.23514624e-06,  1.40802002e-05,
        0.00000000e+00, -3.36407671e-07,  3.36407671e-07,  0.00000000e+00]), array([ 1.40802002e-05,  1.23514624e-06,  1.23514624e-06,  1.40802002e-05,
        0.00000000e+00, -3.36407671e-07,  3.36407671e-07,  0.00000000e+00])]"
582,24,-85.52944988,0,-85.52944988,4,Short,Frequency drift,1.048,2400,"[ 4.53045416e-09  3.97421439e-10  3.97421439e-10  4.53045416e-09
  0.00000000e+00 -1.08242746e-10  1.08242746e-10  0.00000000e+00]","[ 4.44110540e-09  3.89583569e-10  3.89583569e-10  4.44110540e-09
  0.00000000e+00 -1.06108003e-10  1.06108003e-10  0.00000000e+00]","[ 3.54824245e-09  3.11259660e-10  3.11259660e-10  3.54824245e-09
  0.00000000e+00 -8.47754980e-11  8.47754980e-11  0.00000000e+00]","[array([ 4.53045416e-09,  3.97421439e-10,  3.97421439e-10,  4.53045416e-09,
        0.00000000e+00, -1.08242746e-10,  1.08242746e-10,  0.00000000e+00]), array([ 4.53045416e-09,  3.97421439e-10,  3.97421439e-10,  4.53045416e-09,
        0.00000000e+00, -1.08242746e-10,  1.08242746e-10,  0.00000000e+00]), array([ 4.53045416e-09,  3.97421439e-10,  3.97421439e-10,  4.53045416e-09,
        0.00000000e+00, -1.08242746e-10,  1.08242746e-10,  0.00000000e+00]), array([ 4.53045416e-09,  3.97421439e-10,  3.97421439e-10,  4.53045416e-09,
        0.00000000e+00, -1.08242746e-10,  1.08242746e-10,  0.00000000e+00])]","[array([ 4.44110540e-09,  3.89583569e-10,  3.89583569e-10,  4.44110540e-09,
        0.00000000e+00, -1.06108003e-10,  1.06108003e-10,  0.00000000e+00]), array([ 4.44110540e-09,  3.89583569e-10,  3.89583569e-10,  4.44110540e-09,
        0.00000000e+00, -1.06108003e-10,  1.06108003e-10,  0.00000000e+00]), array([ 4.44110540e-09,  3.89583569e-10,  3.89583569e-10,  4.44110540e-09,
        0.00000000e+00, -1.06108003e-10,  1.06108003e-10,  0.00000000e+00]), array([ 4.44110540e-09,  3.89583569e-10,  3.89583569e-10,  4.44110540e-09,
        0.00000000e+00, -1.06108003e-10,  1.06108003e-10,  0.00000000e+00])]","[array([ 3.54824245e-09,  3.11259660e-10,  3.11259660e-10,  3.54824245e-09,
        0.00000000e+00, -8.47754980e-11,  8.47754980e-11,  0.00000000e+00]), array([ 3.54824245e-09,  3.11259660e-10,  3.11259660e-10,  3.54824245e-09,
        0.00000000e+00, -8.47754980e-11,  8.47754980e-11,  0.00000000e+00]), array([ 3.54824245e-09,  3.11259660e-10,  3.11259660e-10,  3.54824245e-09,
        0.00000000e+00, -8.47754980e-11,  8.47754980e-11,  0.00000000e+00]), array([ 3.54824245e-09,  3.11259660e-10,  3.11259660e-10,  3.54824245e-09,
        0.00000000e+00, -8.47754980e-11,  8.47754980e-11,  0.00000000e+00])]"
583,18,-69.12096121,1,-69.12096121,6,Medium,Frequency drift,1.072,1800,"[ 1.69258060e-07  1.48476906e-08  1.48476906e-08  1.69258060e-07
  0.00000000e+00 -4.04395599e-09  4.04395599e-09  0.00000000e+00]","[ 1.59213882e-07  1.39665932e-08  1.39665932e-08  1.59213882e-07
  0.00000000e+00 -3.80397798e-09  3.80397798e-09  0.00000000e+00]","[ 1.89920709e-07  1.66602638e-08  1.66602638e-08  1.89920709e-07
  0.00000000e+00 -4.53763319e-09  4.53763319e-09  0.00000000e+00]","[array([ 1.69258060e-07,  1.48476906e-08,  1.48476906e-08,  1.69258060e-07,
        0.00000000e+00, -4.04395599e-09,  4.04395599e-09,  0.00000000e+00]), array([ 1.69258060e-07,  1.48476906e-08,  1.48476906e-08,  1.69258060e-07,
        0.00000000e+00, -4.04395599e-09,  4.04395599e-09,  0.00000000e+00]), array([ 1.69258060e-07,  1.48476906e-08,  1.48476906e-08,  1.69258060e-07,
        0.00000000e+00, -4.04395599e-09,  4.04395599e-09,  0.00000000e+00]), array([ 1.69258060e-07,  1.48476906e-08,  1.48476906e-08,  1.69258060e-07,
        0.00000000e+00, -4.04395599e-09,  4.04395599e-09,  0.00000000e+00])]","[array([ 1.59213882e-07,  1.39665932e-08,  1.39665932e-08,  1.59213882e-07,
        0.00000000e+00, -3.80397798e-09,  3.80397798e-09,  0.00000000e+00]), array([ 1.59213882e-07,  1.39665932e-08,  1.39665932e-08,  1.59213882e-07,
        0.00000000e+00, -3.80397798e-09,  3.80397798e-09,  0.00000000e+00]), array([ 1.59213882e-07,  1.39665932e-08,  1.39665932e-08,  1.59213882e-07,
        0.00000000e+00, -3.80397798e-09,  3.80397798e-09,  0.00000000e+00]), array([ 1.59213882e-07,  1.39665932e-08,  1.39665932e-08,  1.59213882e-07,
        0.00000000e+00, -3.80397798e-09,  3.80397798e-09,  0.00000000e+00])]","[array([ 1.89920709e-07,  1.66602638e-08,  1.66602638e-08,  1.89920709e-07,
        0.00000000e+00, -4.53763319e-09,  4.53763319e-09,  0.00000000e+00]), array([ 1.89920709e-07,  1.66602638e-08,  1.66602638e-08,  1.89920709e-07,
        0.00000000e+00, -4.53763319e-09,  4.53763319e-09,  0.00000000e+00]), array([ 1.89920709e-07,  1.66602638e-08,  1.66602638e-08,  1.89920709e-07,
        0.00000000e+00, -4.53763319e-09,  4.53763319e-09,  0.00000000e+00]), array([ 1.89920709e-07,  1.66602638e-08,  1.66602638e-08,  1.89920709e-07,
        0.00000000e+00, -4.53763319e-09,  4.53763319e-09,  0.00000000e+00])]"
